-6.000000000000000000e+00 3.587072243346007383e+01
-5.844583987441129835e+00 3.589733840304182166e+01
-5.684458398744112628e+00 3.594296577946768423e+01
-5.529042386185243352e+00 3.596577946768060485e+01
-5.387755102040816091e+00 3.600000000000000000e+01
-5.199372056514913965e+00 3.604942965779467556e+01
-5.029827315541600896e+00 3.609505703422053102e+01
-4.883830455259026593e+00 3.614448669201520659e+01
-4.747252747252747263e+00 3.620532319391634957e+01
-4.591836734693877986e+00 3.626615969581749255e+01
-4.445839874411302794e+00 3.630798479087452790e+01
-4.219780219780218999e+00 3.636121673003802357e+01
-4.007849293563578996e+00 3.636121673003802357e+01
-3.871271585557299666e+00 3.635361216730038336e+01
-3.711145996860282015e+00 3.630418250950570069e+01
-3.588697017268445588e+00 3.622813688212927730e+01
-3.470957613814756204e+00 3.612167300380227886e+01
-3.405023547880690504e+00 3.600000000000000000e+01
-3.357927786499214307e+00 3.583269961977186568e+01
-3.320251177394034414e+00 3.569581749049429931e+01
-3.221350078492935420e+00 3.558555133079848076e+01
-3.089481946624803133e+00 3.553612167300380520e+01
-2.962323390894819219e+00 3.556273764258555303e+01
-2.854003139717425253e+00 3.560076045627376118e+01
-2.736263736263735868e+00 3.571863117870722704e+01
-2.703296703296703463e+00 3.584410646387832600e+01
-2.656200941915227265e+00 3.596958174904943206e+01
-2.594976452119309052e+00 3.609505703422053102e+01
-2.486656200941915085e+00 3.623954372623574471e+01
-2.368916797488225701e+00 3.631939163498098821e+01
-2.241758241758241788e+00 3.639163498098859151e+01
-2.119309262166404917e+00 3.642965779467680676e+01
-1.982731554160125143e+00 3.642965779467680676e+01
-1.869701726844583689e+00 3.639543726235741161e+01
-1.761381475667190166e+00 3.635361216730038336e+01
-1.686028257456828605e+00 3.630798479087452790e+01
-1.615384615384614975e+00 3.625475285171102513e+01
-1.554160125588696317e+00 3.619771863117870936e+01
-1.492935635792778548e+00 3.614448669201520659e+01
-1.427001569858712848e+00 3.609885931558935113e+01
-1.351648351648351287e+00 3.602661596958174783e+01
-1.281004709576137657e+00 3.596577946768060485e+01
-1.205651491365776096e+00 3.591254752851710919e+01
-1.102040816326530503e+00 3.588212927756654125e+01
-9.984301412872840231e-01 3.586692015209125373e+01
-8.948194662480375428e-01 3.589733840304182166e+01
-8.100470957613818968e-01 3.593536121673003692e+01
-7.488226059654632394e-01 3.600760456273764021e+01
-6.970172684458395551e-01 3.607224334600760329e+01
-6.310832025117738553e-01 3.611026615969581854e+01
-5.604395604395611130e-01 3.613688212927756638e+01
-4.803767660910507331e-01 3.611787072243345875e+01
-4.097331240188379908e-01 3.608745247148289081e+01
-3.485086342229193335e-01 3.603422053231939515e+01
-2.637362637362636875e-01 3.600000000000000000e+01
-1.930926216640509452e-01 3.599239543726235979e+01
-1.318681318681313996e-01 3.604562737642585546e+01
-1.883830455259083436e-02 3.610646387832699844e+01
