-5.982817869415807621e+00 3.588088642659279515e+01
-5.797250859106529930e+00 3.590304709141274486e+01
-5.646048109965636108e+00 3.594182825484764265e+01
-5.494845360824742286e+00 3.596398891966759237e+01
-5.384879725085911062e+00 3.599722991689750984e+01
-5.233676975945017240e+00 3.604709141274238249e+01
-5.061855670103092564e+00 3.609695290858725514e+01
-4.951890034364261339e+00 3.614681440443213489e+01
-4.786941580756014503e+00 3.618559556786703268e+01
-4.608247422680413763e+00 3.625761772853185505e+01
-4.498281786941580762e+00 3.629085872576177252e+01
-4.422680412371134295e+00 3.631855955678670256e+01
-4.312714776632303071e+00 3.632963988919667742e+01
-4.209621993127148798e+00 3.634626038781163260e+01
-4.106529209621993637e+00 3.633518005540166484e+01
-3.996563573883161524e+00 3.630193905817174738e+01
-3.920962199312715502e+00 3.627423822714681734e+01
-3.824742268041238180e+00 3.621329639889196983e+01
-3.742268041237113874e+00 3.614127423822714746e+01
-3.680412371134021754e+00 3.608587257617728739e+01
-3.646048109965636996e+00 3.602493074792243988e+01
-3.577319587628866593e+00 3.594182825484764265e+01
-3.549828178694158787e+00 3.586426592797783997e+01
-3.529209621993127932e+00 3.577562326869806242e+01
-3.522336769759450981e+00 3.572022160664820234e+01
-3.522336769759450981e+00 3.563711911357340512e+01
-3.529209621993127932e+00 3.553185595567867239e+01
-3.536082474226804884e+00 3.547091412742382488e+01
-3.536082474226804884e+00 3.541551246537396480e+01
-3.474226804123712320e+00 3.535457063711911019e+01
-3.426116838487972771e+00 3.532686980609418015e+01
-3.316151202749141991e+00 3.530470914127423754e+01
-3.219931271477663781e+00 3.531578947368421240e+01
-3.158075601374571217e+00 3.534349030470914244e+01
-3.096219931271479098e+00 3.542105263157894512e+01
-3.020618556701031743e+00 3.548753462603878006e+01
-2.965635738831616131e+00 3.556509695290858986e+01
-2.931271477663231373e+00 3.559279778393351990e+01
-2.876288659793814873e+00 3.563711911357340512e+01
-2.814432989690722309e+00 3.570360110803324005e+01
-2.759450171821306697e+00 3.579778393351800503e+01
-2.731958762886598890e+00 3.586426592797783997e+01
-2.711340206185568036e+00 3.589196675900277000e+01
-2.676975945017182390e+00 3.591412742382271261e+01
-2.635738831615120681e+00 3.595290858725761751e+01
-2.567010309278352054e+00 3.599168975069252241e+01
-2.477663230240550796e+00 3.601939058171745245e+01
-2.347079037800688717e+00 3.608033240997229996e+01
-2.223367697594502701e+00 3.609141274238227481e+01
-2.099656357388316685e+00 3.609141274238227481e+01
-1.996563573883163301e+00 3.609695290858725514e+01
-1.865979381443300333e+00 3.609141274238227481e+01
-1.797250859106530818e+00 3.607479224376731253e+01
-1.721649484536083463e+00 3.602493074792243988e+01
-1.687285223367697817e+00 3.599722991689750984e+01
-1.618556701030928302e+00 3.594182825484764265e+01
-1.556701030927834850e+00 3.588642659279778258e+01
-1.515463917525774029e+00 3.584210526315789735e+01
-1.419243986254296708e+00 3.578670360110803017e+01
-1.309278350515465483e+00 3.575346260387811981e+01
-1.240549828178695968e+00 3.574792243767313238e+01
-1.158075601374570773e+00 3.574238227146814495e+01
-1.068728522336772180e+00 3.575346260387811981e+01
-9.725085910652921939e-01 3.578670360110803017e+01
-8.556701030927831297e-01 3.579778393351800503e+01
-7.319587628865988904e-01 3.583102493074792250e+01
-6.426116838487976324e-01 3.586980609418282739e+01
-5.326460481099664079e-01 3.591412742382271261e+01
-3.951890034364282656e-01 3.599168975069252241e+01
-3.333333333333339255e-01 3.606371191135733767e+01
-2.714776632302404735e-01 3.613019390581717261e+01
-2.233676975945035892e-01 3.616897506925207750e+01
-1.615120274914101373e-01 3.623545706371191244e+01
-1.065292096219945250e-01 3.624653739612188019e+01
3.436426116836699407e-03 3.626869806094182991e+01
